subid,gender,age,language,trial.num,context.condition,item,trial.type,response,coding
p201,F,35,english,16,0,daisies,nothing,an orange shirt,color
p201,F,35,english,17,3,donuts,item,two donuts,noun
p201,F,35,english,18,2,apples,nothing,blonde hair,color
p201,F,35,english,19,0,bows,item,pink bows,noun
p201,F,35,english,20,2,mittens,nothing,a purple dress,color
p201,F,35,english,21,1,fish,nothing,a blue shirt,color
p201,F,35,english,22,1,scissors,item,two pairs of scissors,noun
p201,F,35,english,23,0,shovels,nothing,a yellow shirt,color
p201,F,35,english,24,1,cats,nothing,grey shoes,color
p201,F,35,english,25,3,kites,item,two kites,noun
p201,F,35,english,26,0,dogs,item,two dogs,noun
p201,F,35,english,27,1,flowers,nothing,blonde hair,color
p201,F,35,english,28,2,ice cream cones,item,ice cream,noun
p201,F,35,english,29,1,pencils,item,writing utensils,noun
p201,F,35,english,30,2,purses,nothing,a grey skirt,color
p201,F,35,english,31,3,crayons,nothing,an empty desk,empty
p201,F,35,english,32,1,carrots,nothing,a bandana,clothing
p202,F,35,english,1,1,dogs,item,two dogs.,noun
p202,F,35,english,2,1,crayons,nothing,nothing.,nothing
p202,F,35,english,3,2,rainboots,item,blue boots.,noun
p202,F,35,english,4,3,presents,nothing,a yellow shirt.,color
p202,F,35,english,5,1,guitars,item,two guitars.,noun
p202,F,35,english,6,3,phones,nothing,a pink shirt.,color
p202,F,35,english,7,3,lollipops,item,a blue shirt.,color
p202,F,35,english,8,1,bows,nothing,a yellow dress.,color
p202,F,35,english,9,2,carrots,item,two carrots.,noun
p202,F,35,english,10,0,donuts,nothing,a purple shirt.,color
p202,F,35,english,11,2,flowers,nothing,a orange shirt.,color
p202,F,35,english,12,2,bananas,nothing,a red shirt.,color
p202,F,35,english,13,1,cars,item,2 red cars.,noun
p202,F,35,english,14,2,cakes,nothing,a purple shirt.,color
p202,F,35,english,15,0,cats,item,two cats.,noun
p202,F,35,english,16,3,umbrellas,item,a red shirt.,color
p202,F,35,english,17,0,plants,nothing,a blue shirt.,color
p202,F,35,english,18,3,buckets,nothing,a pink dress.,color
p202,F,35,english,19,1,mittens,nothing,a purple dress.,color
p202,F,35,english,20,3,pencils,item,a brown shirt.,color
p202,F,35,english,21,3,shovels,nothing,a yellow shirt.,color
p202,F,35,english,22,1,cookies,nothing,a yellow shirt.,color
p202,F,35,english,23,0,fish,nothing,a blue shirt.,color
p202,F,35,english,24,0,balloons,item,two green balloons.,noun
p202,F,35,english,25,1,scissors,item,two scissors.,noun
p202,F,35,english,26,0,forks,item,two forks.,noun
p202,F,35,english,27,2,daisies,item,a orange shirt.,color
p202,F,35,english,28,2,keys,nothing,a orange shirt.,color
p202,F,35,english,29,2,ice cream cones,item,two ice cream cones.,noun
p202,F,35,english,30,0,kites,item,two kites.,noun
p202,F,35,english,31,3,apples,item,a blue shirt.,color
p202,F,35,english,32,0,purses,nothing,a purple shirt.,color
p203,M,35,English,1,2,scissors,nothing,nothing in her hand,nothing
p203,M,35,English,2,0,pencils,item,two pencils on his desk,noun
p203,M,35,English,3,2,plants,nothing,a blue shirt,color
p203,M,35,English,4,0,rainboots,nothing,a light green dress on,color
p203,M,35,English,5,3,forks,nothing,no forks on his table,no
p203,M,35,English,6,2,bows,item,a yellow dress on,color
p203,M,35,English,7,0,kites,item,two kites,noun
p203,M,35,English,8,1,umbrellas,item,two umbrellas in his hands,noun
p203,M,35,English,9,3,cookies,nothing,nothing on his tray,nothing
p203,M,35,English,10,0,apples,item,two apples in his hand,noun
p203,M,35,English,11,3,bananas,nothing,nothing in his hand,nothing
p203,M,35,English,12,2,keys,item,two keys on his ring,noun
p203,M,35,English,13,1,dogs,item,two dogs,noun
p203,M,35,English,14,1,purses,nothing,a purple blouse on,color
p203,M,35,English,15,3,guitars,item,a green shirt on,color
p203,M,35,English,16,3,balloons,item,a green shirt on,color
p203,M,35,English,17,2,mittens,item,has a purple dress on,color
p203,M,35,English,18,0,ice cream cones,nothing,an orange shirt on,color
p203,M,35,English,19,3,buckets,item,a rose colored dress on,color
p203,M,35,English,20,2,cats,nothing,a green dress on,color
p203,M,35,English,21,2,cakes,item,a purple shirt on,color
p203,M,35,English,22,0,fish,nothing,a blue shirt on,color
p203,M,35,English,23,1,crayons,item,a red shirt on,color
p203,M,35,English,24,0,cars,item,two toy cars,noun
p203,M,35,English,25,1,presents,nothing,a yellow blouse on,color
p203,M,35,English,26,1,carrots,nothing,a red shirt on,color
p203,M,35,English,27,1,flowers,nothing,a peach shirt on,color
p203,M,35,English,28,0,daisies,nothing,an orange shirt on,color
p203,M,35,English,29,2,lollipops,nothing,a blue shirt on,color
p203,M,35,English,30,1,donuts,item,a purpler shirt on,color
p203,M,35,English,31,3,shovels,nothing,nothing in her hand,nothing
p203,M,35,English,32,3,phones,item,a pink shirt on,color
p204,F,65,English,1,3,lollipops,nothing,a blue shirt.,color
p204,F,65,English,2,3,bananas,item,two bananas.,noun
p204,F,65,English,3,1,plants,nothing,red hair.,color
p204,F,65,English,4,2,scissors,item,a green shirt.,color
p204,F,65,English,5,1,apples,item,two apples.,noun
p204,F,65,English,6,3,crayons,nothing,no crayons.,no
p204,F,65,English,7,1,fish,item,two fish.,noun
p204,F,65,English,8,0,guitars,nothing,a green shirt.,color
p204,F,65,English,9,2,shovels,item,a yellow shirt.,color
p204,F,65,English,10,2,cookies,item,has a yellow shirt.,color
p204,F,65,English,11,0,forks,item,two forks.,noun
p204,F,65,English,12,1,purses,nothing,blonde hair.,color
p204,F,65,English,13,3,daisies,nothing,a orange shirt.,color
p204,F,65,English,14,1,ice cream cones,item,has two cones.,noun
p204,F,65,English,15,2,cars,nothing,no cars.,no
p204,F,65,English,16,3,donuts,item,a purple shirt.,color
p204,F,65,English,17,2,rainboots,nothing,no shoes.,no
p204,F,65,English,18,0,flowers,nothing,has blonde hair.,color
p204,F,65,English,19,1,phones,item,two radios.,noun
p204,F,65,English,20,0,keys,item,two keys.,noun
p204,F,65,English,21,3,cakes,item,two birthday cakes.,noun
p204,F,65,English,22,0,carrots,item,a red shirt.,color
p204,F,65,English,23,2,mittens,nothing,a purple dress.,color
p204,F,65,English,24,3,bows,item,has pink bows.,noun
p204,F,65,English,25,0,presents,nothing,a yellow shirt.,color
p204,F,65,English,26,1,cats,nothing,a green dress.,color
p204,F,65,English,27,2,kites,item,two kites.,noun
p204,F,65,English,28,0,buckets,nothing,a pink dress.,color
p204,F,65,English,29,3,dogs,nothing,no dogs.,no
p204,F,65,English,30,0,pencils,item,two pencils.,noun
p204,F,65,English,31,2,balloons,nothing,no balloons.,no
p204,F,65,English,32,1,umbrellas,nothing,a red shirt.,color
p205,F,45,english,1,3,rainboots,item,a light green dress,color
p205,F,45,english,2,2,purses,item,a purple top,color
p205,F,45,english,3,1,umbrellas,nothing,a red shirt,color
p205,F,45,english,4,3,carrots,nothing,a red headband,color
p205,F,45,english,5,0,kites,nothing,blonde hair,color
p205,F,45,english,6,2,forks,nothing,black hair,color
p205,F,45,english,7,1,scissors,nothing,a green top,color
p205,F,45,english,8,3,guitars,nothing,no guitars,no
p205,F,45,english,9,3,presents,item,a yellow shirt,color
p205,F,45,english,10,3,shovels,item,a yellow shirt,color
p205,F,45,english,11,0,donuts,item,doughnuts,noun
p205,F,45,english,12,0,daisies,item,flowers in his hand,noun
p205,F,45,english,13,0,cakes,item,cakes,noun
p205,F,45,english,14,0,ice cream cones,nothing,a orange shirt,color
p205,F,45,english,15,0,bananas,nothing,yellow hair,color
p205,F,45,english,16,2,buckets,item,a pink dress and brown hair,color
p205,F,45,english,17,2,mittens,nothing,a purple dress,color
p205,F,45,english,18,1,lollipops,item,a blue shirt,color
p205,F,45,english,19,1,keys,nothing,a orange shirt,color
p205,F,45,english,20,2,flowers,item,a orange hairband,color
p205,F,45,english,21,1,cookies,item,a yellow t-shirt,color
p205,F,45,english,22,0,pencils,item,pencils,noun
p205,F,45,english,23,3,balloons,item,a green top,color
p205,F,45,english,24,3,cars,nothing,no cars,no
p205,F,45,english,25,1,crayons,item,a red shirt and crayons,noun
p205,F,45,english,26,2,fish,nothing,a blue top,color
p205,F,45,english,27,2,cats,item,a blue dress,color
p205,F,45,english,28,0,plants,nothing,orange hair,color
p205,F,45,english,29,1,phones,item,a  pink top and telephones,noun
p205,F,45,english,30,2,bows,nothing,a white dress,color
p205,F,45,english,31,1,dogs,nothing,a green shirt,color
p205,F,45,english,32,3,apples,nothing,nothing in his hand,nothing
p206,F,35,English and Laotian,1,3,ice cream cones,nothing,no ice cream,no
p206,F,35,English and Laotian,2,2,scissors,nothing,brown hair,color
p206,F,35,English and Laotian,3,1,cakes,item,two birthday cakes,noun
p206,F,35,English and Laotian,4,0,cats,nothing,a green dress,color
p206,F,35,English and Laotian,5,0,keys,item,keys,noun
p206,F,35,English and Laotian,6,3,donuts,item,two donuts,noun
p206,F,35,English and Laotian,7,2,forks,nothing,black hair,color
p206,F,35,English and Laotian,8,1,mittens,nothing,a purple dress,color
p206,F,35,English and Laotian,9,3,apples,nothing,blond hair,color
p206,F,35,English and Laotian,10,0,phones,nothing,a red shirt,color
p206,F,35,English and Laotian,11,3,buckets,item,two buckets,noun
p206,F,35,English and Laotian,12,1,presents,nothing,a yellow shirt,color
p206,F,35,English and Laotian,13,2,lollipops,item,two lollipops,noun
p206,F,35,English and Laotian,14,2,umbrellas,nothing,a red shirt,color
p206,F,35,English and Laotian,15,1,crayons,item,two crayons,noun
p206,F,35,English and Laotian,16,0,cookies,item,two cookies,noun
p206,F,35,English and Laotian,17,1,shovels,nothing,a yellow shirt,color
p206,F,35,English and Laotian,18,1,purses,item,two purses,noun
p206,F,35,English and Laotian,19,2,bananas,nothing,a red shirt,color
p206,F,35,English and Laotian,20,2,balloons,item,two balloons,noun
p206,F,35,English and Laotian,21,3,kites,item,two kites,noun
p206,F,35,English and Laotian,22,0,bows,nothing,a yellow dress,color
p206,F,35,English and Laotian,23,0,rainboots,item,turquoise boots,noun
p206,F,35,English and Laotian,24,2,cars,item,two toy cars,noun
p206,F,35,English and Laotian,25,1,daisies,item,two daisies,noun
p206,F,35,English and Laotian,26,1,fish,nothing,a blue shirt,color
p206,F,35,English and Laotian,27,0,dogs,nothing,a green shirt,color
p206,F,35,English and Laotian,28,0,flowers,item,two flowers,noun
p206,F,35,English and Laotian,29,3,plants,nothing,red hair,color
p206,F,35,English and Laotian,30,2,guitars,item,two guitars,noun
p206,F,35,English and Laotian,31,3,carrots,item,two carrots,noun
p206,F,35,English and Laotian,32,3,pencils,nothing,blond hair,color
p207,F,35,English,1,3,kites,item,two kites,noun
p207,F,35,English,2,1,plants,nothing,a blue shirt,color
p207,F,35,English,3,3,cookies,nothing,an empty tray,empty
p207,F,35,English,4,1,crayons,nothing,a red shirt,color
p207,F,35,English,5,2,cats,item,a blue dress,color
p207,F,35,English,6,0,rainboots,item,blue rainboots,noun
p207,F,35,English,7,2,dogs,nothing,a green shirt,color
p207,F,35,English,8,0,umbrellas,item,two umbrellas,noun
p207,F,35,English,9,0,ice cream cones,nothing,an orange shirt,color
p207,F,35,English,10,3,purses,item,a lavender shirt,color
p207,F,35,English,11,0,guitars,item,two guitars,noun
p207,F,35,English,12,1,apples,item,two apples,noun
p207,F,35,English,13,1,phones,nothing,a pink shirt,color
p207,F,35,English,14,2,buckets,nothing,a pink dress,color
p207,F,35,English,15,2,lollipops,item,a blue shirt,color
p207,F,35,English,16,1,donuts,item,two donuts,noun
p207,F,35,English,17,2,mittens,item,a purple dress,color
p207,F,35,English,18,0,cars,nothing,a green shirt,color
p207,F,35,English,19,2,shovels,nothing,a yellow shirt,color
p207,F,35,English,20,2,bows,item,a yellow dress,color
p207,F,35,English,21,3,keys,item,a red shirt,color
p207,F,35,English,22,0,flowers,nothing,a coral shirt and headband ,color
p207,F,35,English,23,3,carrots,nothing,an empty basket,empty
p207,F,35,English,24,1,scissors,item,two pairs of scissors,noun
p207,F,35,English,25,2,forks,nothing,a blue shirt,color
p207,F,35,English,26,3,presents,nothing,nothing in her lap,nothing
p207,F,35,English,27,0,bananas,nothing,a red shirt,color
p207,F,35,English,28,1,fish,item,a light blue shirt,color
p207,F,35,English,29,3,cakes,item,a blue shirt,color
p207,F,35,English,30,1,pencils,nothing,a maroon shirt,color
p207,F,35,English,31,0,balloons,item,two green balloons ,noun
p207,F,35,English,32,3,daisies,nothing,an orange shirt,color
p208,M,35,English,1,1,fish,item,two fish,noun
p208,M,35,English,2,3,cookies,nothing,no cookies,no
p208,M,35,English,3,1,keys,item,two keys,noun
p208,M,35,English,4,0,kites,item,two kites ,noun
p208,M,35,English,5,2,scissors,item,two scissors,noun
p208,M,35,English,6,0,balloons,item,two balloons,noun
p208,M,35,English,7,1,cakes,nothing,a desk,othernoun
p208,M,35,English,8,0,plants,nothing,a desk,othernoun
p208,M,35,English,9,2,rainboots,nothing,a green dress,color
p208,M,35,English,10,0,carrots,item,two carrots,noun
p208,M,35,English,11,2,dogs,item,two dogs,noun
p208,M,35,English,12,1,donuts,nothing,a purple shirt,color
p208,M,35,English,13,2,cats,nothing,a green dress,color
p208,M,35,English,14,2,lollipops,item,two candies ,noun
p208,M,35,English,15,3,buckets,nothing,no buckets ,no
p208,M,35,English,16,2,shovels,item,two shovels,noun
p208,M,35,English,17,3,pencils,item,two pencils,noun
p208,M,35,English,18,0,bows,nothing,a yellow dress,color
p208,M,35,English,19,3,presents,item,two presents,noun
p208,M,35,English,20,0,cars,nothing,a green shirt,color
p208,M,35,English,21,3,crayons,nothing,a desk,othernoun
p208,M,35,English,22,1,guitars,nothing,tan pants,color
p208,M,35,English,23,1,flowers,item,two flowers,noun
p208,M,35,English,24,0,umbrellas,item,two umbrellas,noun
p208,M,35,English,25,3,mittens,nothing,a blue dress,color
p208,M,35,English,26,0,purses,nothing,a purple shirt,color
p208,M,35,English,27,3,daisies,item,two flowers,noun
p208,M,35,English,28,2,bananas,nothing,a red shirt,color
p208,M,35,English,29,3,forks,item,two forks,noun
p208,M,35,English,30,1,phones,item,two phones,noun
p208,M,35,English,31,1,ice cream cones,nothing,a red shirt,color
p208,M,35,English,32,2,apples,nothing,a blue shirt,color
p209,F,25,english,1,2,cookies,item,a yellow shirt and two cookies,noun
p209,F,25,english,2,3,carrots,item,a red shirt and pink headband,color
p209,F,25,english,3,2,flowers,item,yellow hair and a coral shirt and headband,color
p209,F,25,english,4,0,cars,nothing,a green shirt and black hair,color
p209,F,25,english,5,0,shovels,nothing,brown hair and a yellow shirt,color
p209,F,25,english,6,0,cakes,nothing,a purple shirt and dark brown hair,color
p209,F,25,english,7,1,mittens,item,"blue mittens, brown hair, and a purple dress",noun
p209,F,25,english,8,2,crayons,item,brown hair and a red shirt,color
p209,F,25,english,9,3,kites,nothing,no kites,no
p209,F,25,english,10,2,donuts,item,a purple shirt and two donuts,noun
p209,F,25,english,11,3,ice cream cones,item,an orange shirt and dark brown hair,color
p209,F,25,english,12,1,presents,nothing,a light yellow shirt and brown hair,color
p209,F,25,english,13,2,purses,nothing,a light purple shirt and is blonde,color
p209,F,25,english,14,3,daisies,nothing,a light orange shirt and no flowers,no
p209,F,25,english,15,1,plants,nothing,orange hair and a dark blue shirt,color
p209,F,25,english,16,3,lollipops,item,a light blue shirt and brown hair,color
p209,F,25,english,17,0,cats,item,"blonde hair, a teal dress, and two cats",noun
p209,F,25,english,18,0,umbrellas,item,two umbrellas and a red shirt,noun
p209,F,25,english,19,3,bows,item,a light yellow shirt and dark hair,color
p209,F,25,english,20,0,balloons,item,two balloons and a green shir,noun
p209,F,25,english,21,0,fish,item,two fish and a fishing pole,noun
p209,F,25,english,22,1,scissors,nothing,a green shirt and brown hair,color
p209,F,25,english,23,1,buckets,item,a pink dress and two buckets,noun
p209,F,25,english,24,2,dogs,nothing,a green shirt and no dogs,no
p209,F,25,english,25,3,keys,nothing,"dark brown hair, no keys and an orange shirt ",no
p209,F,25,english,26,1,rainboots,item,"brown hair, a green dress, and blue shoes",color
p209,F,25,english,27,2,phones,nothing,"a pink shirt, light brown hair and no cell phones",no
p209,F,25,english,28,3,guitars,nothing,a green shirt and no guitars,no
p209,F,25,english,29,1,apples,nothing,blonde hair and a blue shirt,color
p209,F,25,english,30,2,pencils,nothing,blonde hair and a dark red shirt,color
p209,F,25,english,31,0,bananas,nothing,blonde hair and a red shirt,color
p209,F,25,english,32,1,forks,item,"black hair, a blue shirt and two forks",noun
p21,M,25,English,1,2,bows,item,a yellow dress on,color
p21,M,25,English,2,3,plants,nothing,no pots,no
p21,M,25,English,3,3,purses,item,blonde hair,color
p21,M,25,English,4,3,ice cream cones,nothing,no ice cream,no
p21,M,25,English,5,2,guitars,item,no guitars,no
p21,M,25,English,6,0,cats,nothing,blonde hair,color
p21,M,25,English,7,2,fish,item,lots of fish,noun
p21,M,25,English,8,1,shovels,item,been digging,other
p21,M,25,English,9,1,presents,nothing,no presents,no
p21,M,25,English,10,0,scissors,item,scissors,noun
p21,M,25,English,11,2,forks,nothing,no forks,no
p21,M,25,English,12,3,cookies,nothing,no cookies,no
p21,M,25,English,13,1,keys,item,keys,noun
p21,M,25,English,14,3,apples,item,yellow hair,color
p21,M,25,English,15,1,umbrellas,item,umbrellas,noun
p21,M,25,English,16,1,rainboots,nothing,green dress,color
p21,M,25,English,17,0,cakes,item,cake,noun
p21,M,25,English,18,1,donuts,nothing,purple shirts,color
p21,M,25,English,19,0,crayons,nothing,black hair,color
p21,M,25,English,20,2,phones,nothing,no phone,no
p21,M,25,English,21,3,kites,item,blonde hair,color
p21,M,25,English,22,3,mittens,item,a pruple dress,color
p21,M,25,English,23,1,dogs,nothing,a green shirt,color
p21,M,25,English,24,2,cars,nothing,black skin,color
p21,M,25,English,25,2,daisies,nothing,no flowers,no
p21,M,25,English,26,0,buckets,nothing,a pink dress,color
p21,M,25,English,27,3,flowers,nothing,no plants,no
p21,M,25,English,28,2,carrots,item,a pink hairband,color
p21,M,25,English,29,1,lollipops,item,two lollipops,noun
p21,M,25,English,30,0,pencils,item,pencils,noun
p21,M,25,English,31,0,balloons,item,baloons,noun
p21,M,25,English,32,0,bananas,nothing,blonde hai,color
p210,M,25,English,1,2,pencils,nothing,a red shirt,color
p210,M,25,English,2,1,bananas,item,a red shirt,color
p210,M,25,English,3,2,mittens,nothing,a violet dress,color
p210,M,25,English,4,2,shovels,item,a yellow top,color
p210,M,25,English,5,1,guitars,item,a green shirt,color
p210,M,25,English,6,3,donuts,item,a purple shirt,color
p210,M,25,English,7,1,lollipops,item,a blue shirt,color
p210,M,25,English,8,0,presents,nothing,a yellow shirt,color
p210,M,25,English,9,1,crayons,item,a red shirt,color
p210,M,25,English,10,0,cats,item,two cats,noun
p210,M,25,English,11,1,purses,nothing,a violet top,color
p210,M,25,English,12,0,rainboots,nothing,dark brown hair,color
p210,M,25,English,13,1,scissors,nothing,a green shirt,color
p210,M,25,English,14,2,apples,item,a blue shirt,color
p210,M,25,English,15,0,flowers,nothing,a pink headband,color
p210,M,25,English,16,3,daisies,item,a peach shirt,color
p210,M,25,English,17,1,umbrellas,nothing,a red shirt,color
p210,M,25,English,18,3,forks,nothing,black hair,color
p210,M,25,English,19,0,cookies,item,two cookies,noun
p210,M,25,English,20,3,carrots,item,a pink headband,color
p210,M,25,English,21,0,balloons,item,two balloons,noun
p210,M,25,English,22,3,keys,item,an orange shirt,color
p210,M,25,English,23,0,plants,nothing,orange hair,color
p210,M,25,English,24,3,cakes,nothing,no cakes,no
p210,M,25,English,25,0,bows,item,two ribbons,noun
p210,M,25,English,26,2,buckets,nothing,a pink dress,color
p210,M,25,English,27,2,dogs,item,a green shirt,color
p210,M,25,English,28,3,cars,nothing,no toys,no
p210,M,25,English,29,1,ice cream cones,nothing,an orange shirt,color
p210,M,25,English,30,2,kites,item,blonde hair,color
p210,M,25,English,31,3,fish,nothing,no fish,no
p210,M,25,English,32,2,phones,nothing,a pink shirt,color
p211,M,35,English,1,1,carrots,item,carrots,noun
p211,M,35,English,2,0,guitars,nothing,a green shirt,color
p211,M,35,English,3,2,plants,item,a blue shirt,color
p211,M,35,English,4,2,bananas,nothing,a red shirt,color
p211,M,35,English,5,1,flowers,item,has an orange shirt,color
p211,M,35,English,6,3,rainboots,nothing,has dark brown hair,color
p211,M,35,English,7,2,keys,nothing,has an orange shirt,color
p211,M,35,English,8,1,buckets,nothing,a hot pink dress,color
p211,M,35,English,9,1,shovels,nothing,a yellow shirt,color
p211,M,35,English,10,2,mittens,nothing,a purple dress,color
p211,M,35,English,11,3,daisies,item,an orange shirt,color
p211,M,35,English,12,0,donuts,item,a purple shirt,color
p211,M,35,English,13,0,kites,nothing,a green shirt,color
p211,M,35,English,14,0,crayons,nothing,a red shirt,color
p211,M,35,English,15,0,apples,item,a blue shirt,color
p211,M,35,English,16,2,cats,item,a turquise dress,color
p211,M,35,English,17,0,cookies,item,a yellow shirt,color
p211,M,35,English,18,3,ice cream cones,nothing,an orange shirt,color
p211,M,35,English,19,2,cakes,nothing,a purple shirt,color
p211,M,35,English,20,1,pencils,item,a red shirt,color
p211,M,35,English,21,1,lollipops,nothing,a light blue shirt,color
p211,M,35,English,22,1,purses,nothing,a purple shirt,color
p211,M,35,English,23,3,umbrellas,item,an orange shirt,color
p211,M,35,English,24,0,scissors,item,a green shirt,color
p211,M,35,English,25,0,bows,nothing,a yellow dress,color
p211,M,35,English,26,1,balloons,item,a green shirt,color
p211,M,35,English,27,3,cars,nothing,a green shirt,color
p211,M,35,English,28,3,forks,item,a light blue shirt,color
p211,M,35,English,29,2,phones,item,a pink shirt,color
p211,M,35,English,30,3,presents,nothing,a yellow shirt,color
p211,M,35,English,31,3,fish,item,a light blue shirt,color
p211,M,35,English,32,2,dogs,item,a green shirt,color
p212,F,45,English,1,3,presents,item,two presents in her lap,noun
p212,F,45,English,2,1,buckets,item,a bucket in each hand,noun
p212,F,45,English,3,3,daisies,nothing,an orange shirt on,color
p212,F,45,English,4,3,carrots,nothing,an empty basket ,empty
p212,F,45,English,5,0,mittens,item,oven mitts on,noun
p212,F,45,English,6,2,pencils,item,two pencils,noun
p212,F,45,English,7,2,apples,nothing,a blue shirt on,color
p212,F,45,English,8,2,crayons,nothing,a red shirt on,color
p212,F,45,English,9,1,ice cream cones,item,two pink ice cream cones,noun
p212,F,45,English,10,1,purses,item,a green purse in each hand,noun
p212,F,45,English,11,3,fish,nothing,a light blue shirt on,color
p212,F,45,English,12,3,shovels,nothing,a brown skirt on,color
p212,F,45,English,13,0,rainboots,nothing,brown hair,color
p212,F,45,English,14,0,cats,nothing,blonde hair,color
p212,F,45,English,15,2,cookies,item,two cookies,noun
p212,F,45,English,16,1,guitars,nothing,a green shirt on,color
p212,F,45,English,17,0,cars,item,two red cars,noun
p212,F,45,English,18,0,bananas,nothing,a red shirt on,color
p212,F,45,English,19,0,donuts,item,two donuts with pink frosting,noun
p212,F,45,English,20,0,flowers,item,two red flowers in her basket,noun
p212,F,45,English,21,3,balloons,item,two green balloons,noun
p212,F,45,English,22,2,bows,nothing,a yellow dress on,color
p212,F,45,English,23,1,umbrellas,item,two yellow and blue umbrellas,noun
p212,F,45,English,24,1,lollipops,nothing,a blue shirt on,color
p212,F,45,English,25,3,dogs,item,two brown dogs with blue collars on,noun
p212,F,45,English,26,3,keys,item,two keys on a ring,noun
p212,F,45,English,27,2,plants,item,two plants,noun
p212,F,45,English,28,0,forks,nothing,a blue shirt on,color
p212,F,45,English,29,1,phones,nothing,a pink shirt on,color
p212,F,45,English,30,2,cakes,item,two cakes,noun
p212,F,45,English,31,2,kites,nothing,a green shirt on,color
p212,F,45,English,32,1,scissors,nothing,a green shirt on,color
p213,F,25,english,1,2,pencils,item,a red shirt,color
p213,F,25,english,2,2,mittens,item,brown hair,color
p213,F,25,english,3,0,purses,nothing,blonde hair,color
p213,F,25,english,4,2,presents,nothing,brown hair,color
p213,F,25,english,5,3,apples,nothing,blue shirt,color
p213,F,25,english,6,1,bows,nothing,a yellow dress,color
p213,F,25,english,7,1,fish,item,2 fish,noun
p213,F,25,english,8,0,buckets,item,2 water pales,noun
p213,F,25,english,9,0,umbrellas,nothing,a red shirt,color
p213,F,25,english,10,1,daisies,nothing,an orange shirt,color
p213,F,25,english,11,2,cookies,nothing,a tray,othernoun
p213,F,25,english,12,0,forks,item,2 forks,noun
p213,F,25,english,13,3,crayons,item,2 blue crayons,noun
p213,F,25,english,14,0,cats,item,2 cats,noun
p213,F,25,english,15,3,balloons,nothing,a green shirt,color
p213,F,25,english,16,1,lollipops,item,2 lollipops,noun
p213,F,25,english,17,3,dogs,item,a green shirt,color
p213,F,25,english,18,2,guitars,nothing,a green shirt,color
p213,F,25,english,19,0,donuts,nothing,a purple shirt,color
p213,F,25,english,20,3,scissors,item,a green shirt,color
p213,F,25,english,21,1,cakes,item,2 birthday cakes,noun
p213,F,25,english,22,2,keys,item,an orange shirt,color
p213,F,25,english,23,2,bananas,item,a red shirt,color
p213,F,25,english,24,1,shovels,item,2 shovels,noun
p213,F,25,english,25,2,flowers,nothing,blonde hair,color
p213,F,25,english,26,0,rainboots,item,blue boots,noun
p213,F,25,english,27,1,ice cream cones,nothing,an orange shirt,color
p213,F,25,english,28,3,phones,nothing,a pink shirt,color
p213,F,25,english,29,0,kites,nothing,blonde hair,color
p213,F,25,english,30,3,cars,item,a green shirt,color
p213,F,25,english,31,1,plants,nothing,orange hair,color
p213,F,25,english,32,3,carrots,nothing,a pink shirt,color
p214,F,35,english,1,3,daisies,item,orange shirt,color
p214,F,35,english,2,0,dogs,nothing,green shirt,color
p214,F,35,english,3,1,lollipops,item,pink suckers,color
p214,F,35,english,4,0,fish,nothing,blue shirt,color
p214,F,35,english,5,1,balloons,nothing,green shirt,color
p214,F,35,english,6,2,bows,item,yellow dress,color
p214,F,35,english,7,0,ice cream cones,item,ice cream,noun
p214,F,35,english,8,3,umbrellas,nothing,red shirt,color
p214,F,35,english,9,1,carrots,nothing,red shirt,color
p214,F,35,english,10,0,apples,item,apples,noun
p214,F,35,english,11,0,mittens,item,purple dress,color
p214,F,35,english,12,2,crayons,nothing,red shirt,color
p214,F,35,english,13,0,presents,nothing,yellow shirt,color
p214,F,35,english,14,2,rainboots,item,green dress,color
p214,F,35,english,15,1,shovels,item,shovels,noun
p214,F,35,english,16,1,guitars,nothing,green shirt,color
p214,F,35,english,17,1,cars,item,toys,noun
p214,F,35,english,18,2,cakes,nothing,no cake,no
p214,F,35,english,19,3,purses,item,blonde hair,color
p214,F,35,english,20,3,flowers,nothing,pink shirt,color
p214,F,35,english,21,3,bananas,item,red shirt,color
p214,F,35,english,22,2,pencils,item,pencils,noun
p214,F,35,english,23,0,keys,nothing,orange shirt,color
p214,F,35,english,24,3,donuts,nothing,no donuts,no
p214,F,35,english,25,1,plants,nothing,no plants,no
p214,F,35,english,26,2,cats,nothing,no cats,no
p214,F,35,english,27,0,phones,item,phones,noun
p214,F,35,english,28,3,forks,nothing,no forks,no
p214,F,35,english,29,3,kites,item,green shirt,color
p214,F,35,english,30,1,cookies,item,cookies,noun
p214,F,35,english,31,2,buckets,nothing,pink dress,color
p214,F,35,english,32,2,scissors,item,scissors,noun
p215,M,35,English,1,3,phones,nothing,nothing,nothing
p215,M,35,English,2,2,donuts,nothing,a purple shirt,color
p215,M,35,English,3,3,purses,nothing,a smile,body
p215,M,35,English,4,1,rainboots,item,rain boots,noun
p215,M,35,English,5,0,guitars,nothing,black hair,color
p215,M,35,English,6,3,shovels,item,two shovels,noun
p215,M,35,English,7,0,ice cream cones,item,two strawberry ice cream cones,noun
p215,M,35,English,8,0,scissors,item,two pairs of scissors,noun
p215,M,35,English,9,3,cakes,item,two birthday cakes,noun
p215,M,35,English,10,2,dogs,item,two pet dogs,noun
p215,M,35,English,11,1,apples,nothing,blonde hair,color
