"","subid","gender","age","language","trial.num","context.condition","item","trial.type","response","coding"
"4508",195,"M",45,"English",28,1,"dogs","item","two dogs ","noun"
"4509",195,"M",45,"English",29,0,"forks","nothing","a brown box","othernoun"
"4510",195,"M",45,"English",30,2,"daisies","nothing","no flowers","no"
"4511",195,"M",45,"English",31,2,"fish","nothing","no fish","no"
"4512",195,"M",45,"English",32,3,"lollipops","item","two suckers","noun"
"4513",196,"F",55,"English",1,1,"cookies","item","cookies","noun"
"4514",196,"F",55,"English",2,3,"carrots","nothing","an empty basket","empty"
"4515",196,"F",55,"English",3,2,"cats","nothing","boots on","noun"
"4516",196,"F",55,"English",4,3,"phones","nothing","no walkie talkies. ","no"
"4517",196,"F",55,"English",5,0,"cakes","nothing","a smile on his face","other"
"4518",196,"F",55,"English",6,1,"ice cream cones","nothing","an orange shirt","clothing"
"4519",196,"F",55,"English",7,0,"forks","item","two forks","noun"
"4520",196,"F",55,"English",8,1,"bows","nothing","pig tails","body"
"4521",196,"F",55,"English",9,0,"guitars","item","two guitars","noun"
"4522",196,"F",55,"English",10,2,"mittens","nothing","curly hair","body"
"4523",196,"F",55,"English",11,1,"daisies","item","two flowers","noun"
"4524",196,"F",55,"English",12,1,"pencils","nothing","yellow hair","body"
"4525",196,"F",55,"English",13,0,"umbrellas","nothing","a red shirt","clothing"
"4526",196,"F",55,"English",14,0,"balloons","item","two green balloons","noun"
"4527",196,"F",55,"English",15,2,"cars","item","two red cars","noun"
"4528",196,"F",55,"English",16,1,"crayons","nothing","a red shirt","clothing"
"4529",196,"F",55,"English",17,0,"apples","nothing","a blue shirt","clothing"
"4530",196,"F",55,"English",18,0,"shovels","nothing","a yellow shirt","clothing"
"4531",196,"F",55,"English",19,0,"lollipops","item","two lollipops ","noun"
"4532",196,"F",55,"English",20,3,"flowers","nothing","an empty basket","empty"
"4533",196,"F",55,"English",21,3,"kites","item","two kites","noun"
"4534",196,"F",55,"English",22,3,"dogs","item","two dogs","noun"
"4535",196,"F",55,"English",23,1,"presents","item","two presents","noun"
"4536",196,"F",55,"English",24,3,"purses","item","two purses ","noun"
"4537",196,"F",55,"English",25,2,"rainboots","item","boots","noun"
"4538",196,"F",55,"English",26,3,"keys","item","two keys","noun"
"4539",196,"F",55,"English",27,2,"bananas","item","two bananas","noun"
"4540",196,"F",55,"English",28,1,"fish","item","two fish and a rod","noun"
"4541",196,"F",55,"English",29,2,"plants","item","two plants","noun"
"4542",196,"F",55,"English",30,2,"buckets","nothing","a pink dress","clothing"
"4543",196,"F",55,"English",31,3,"scissors","nothing","a green shirt","clothing"
"4544",196,"F",55,"English",32,2,"donuts","nothing","a purple shirt","clothing"
"4545",198,"F",35,"english",1,2,"kites","item","a kite","noun"
"4546",198,"F",35,"english",2,3,"presents","item","gifts","noun"
"4547",198,"F",35,"english",3,1,"cars","nothing","a green shirt","clothing"
"4548",198,"F",35,"english",4,3,"pencils","item","pencils","noun"
"4549",198,"F",35,"english",5,3,"cookies","item","cookies","noun"
"4550",198,"F",35,"english",6,1,"cats","item","two cats","noun"
"4551",198,"F",35,"english",7,3,"carrots","nothing","a shovel","othernoun"
"4552",198,"F",35,"english",8,3,"shovels","nothing","nothing","nothing"
"4553",198,"F",35,"english",9,1,"umbrellas","item","two umbrellas","noun"
"4554",198,"F",35,"english",10,2,"buckets","nothing","nothing","nothing"
"4555",198,"F",35,"english",11,1,"lollipops","item","two suckers","noun"
"4556",198,"F",35,"english",12,1,"balloons","nothing","nothing","nothing"
"4557",198,"F",35,"english",13,2,"cakes","item","two cakes","noun"
"4558",198,"F",35,"english",14,0,"guitars","item","guitars","noun"
"4559",198,"F",35,"english",15,0,"ice cream cones","nothing","an orange shirt","clothing"
"4560",198,"F",35,"english",16,3,"dogs","item","dogs","noun"
"4561",198,"F",35,"english",17,0,"bows","nothing","a dress","clothing"
"4562",198,"F",35,"english",18,1,"flowers","item","flowers","noun"
"4563",198,"F",35,"english",19,0,"scissors","item","scissors","noun"
"4564",198,"F",35,"english",20,0,"keys","nothing","a red shirt","clothing"
"4565",198,"F",35,"english",21,2,"phones","nothing","a pink shirt","clothing"
"4566",198,"F",35,"english",22,0,"bananas","nothing","a red shirt","clothing"
"4567",198,"F",35,"english",23,2,"mittens","nothing","no mittens","no"
"4568",198,"F",35,"english",24,1,"fish","nothing","no fish","no"
"4569",198,"F",35,"english",25,1,"daisies","nothing","black shorts","clothing"
"4570",198,"F",35,"english",26,3,"crayons","nothing","a desk","othernoun"
"4571",198,"F",35,"english",27,0,"forks","item","forks","noun"
"4572",198,"F",35,"english",28,2,"donuts","item","donuts","noun"
"4573",198,"F",35,"english",29,2,"purses","nothing","no purse","no"
"4574",198,"F",35,"english",30,2,"rainboots","item","boots","noun"
"4575",198,"F",35,"english",31,3,"plants","nothing","an empty desk","empty"
"4576",198,"F",35,"english",32,0,"apples","item","apples","noun"
"4577",199,"M",25,"english",1,3,"fish","nothing","  no fish","no"
"4578",199,"M",25,"english",2,3,"carrots","nothing","no carrots","no"
"4579",199,"M",25,"english",3,2,"bows","nothing","a lack of bows","noun"
"4580",199,"M",25,"english",4,1,"daisies","item","a girlfriend","other"
"4581",199,"M",25,"english",5,1,"rainboots","item","bad taste in boots","other"
"4582",199,"M",25,"english",6,3,"ice cream cones","item","icecream cones","noun"
"4583",199,"M",25,"english",7,3,"keys","item","2 keys","noun"
"4584",199,"M",25,"english",8,1,"purses","nothing","happiness","other"
"4585",199,"M",25,"english",9,2,"forks","nothing","nothing","nothing"
"4586",199,"M",25,"english",10,2,"guitars","item","musical talent","other"
"4587",199,"M",25,"english",11,1,"cars","item","toy cars","noun"
"4588",199,"M",25,"english",12,0,"pencils","item","2 pencils","noun"
"4589",199,"M",25,"english",13,3,"apples","item","apples","noun"
"4590",199,"M",25,"english",14,1,"scissors","nothing","to leave","other"
"4591",199,"M",25,"english",15,3,"lollipops","item","lollipops","noun"
"4592",199,"M",25,"english",16,2,"presents","nothing","nothing","nothing"
"4593",199,"M",25,"english",17,0,"plants","nothing","a desk","othernoun"
"4594",199,"M",25,"english",18,3,"cakes","nothing","alone time","other"
"4595",199,"M",25,"english",19,0,"donuts","item","doughnuts","noun"
"4596",199,"M",25,"english",20,2,"buckets","item","buckets","noun"
"4597",199,"M",25,"english",21,0,"bananas","nothing","to leave","other"
"4598",199,"M",25,"english",22,2,"dogs","nothing","energy","other"
"4599",199,"M",25,"english",23,2,"balloons","item","baloons","noun"
"4600",199,"M",25,"english",24,1,"cookies","nothing","cookies","noun"
"4601",199,"M",25,"english",25,1,"flowers","nothing","a basket","othernoun"
"4602",199,"M",25,"english",26,3,"umbrellas","nothing","no umbrellas","no"
"4603",199,"M",25,"english",27,1,"kites","item","kites","noun"
"4604",199,"M",25,"english",28,0,"mittens","nothing","nothing","nothing"
"4605",199,"M",25,"english",29,2,"crayons","item","crayons","noun"
"4606",199,"M",25,"english",30,0,"cats","item","cats","noun"
"4607",199,"M",25,"english",31,0,"shovels","item","shovels","noun"
"4608",199,"M",25,"english",32,0,"phones","nothing","nothing","nothing"
"4609",200,"M",25,"English",1,3,"shovels","nothing","no shovels.","no"
"4610",200,"M",25,"English",2,2,"pencils","nothing","no pencils.","no"
"4611",200,"M",25,"English",3,1,"scissors","item","two scissors.","noun"
"4612",200,"M",25,"English",4,2,"kites","nothing","nothing.","nothing"
"4613",200,"M",25,"English",5,0,"cookies","item","two cookies.","noun"
"4614",200,"M",25,"English",6,0,"ice cream cones","nothing","two arms.","body"
"4615",200,"M",25,"English",7,3,"carrots","item","two carrots.","noun"
"4616",200,"M",25,"English",8,2,"lollipops","nothing","ten fingers.","body"
"4617",200,"M",25,"English",9,2,"bows","item","two bows.","noun"
"4618",200,"M",25,"English",10,3,"balloons","item","two balloons.","noun"
"4619",200,"M",25,"English",11,3,"dogs","item","two dogs.","noun"
"4620",200,"M",25,"English",12,1,"cats","nothing","blonde hair.","body"
"4621",200,"M",25,"English",13,3,"rainboots","nothing","no shoes.","no"
"4622",200,"M",25,"English",14,2,"cakes","item","two cakes.","noun"
"4623",200,"M",25,"English",15,0,"flowers","item","two flowers.","noun"
"4624",200,"M",25,"English",16,3,"plants","nothing","a desk.","othernoun"
"4625",200,"M",25,"English",17,1,"apples","item","two apples.","noun"
"4626",200,"M",25,"English",18,0,"purses","item","two bags.","noun"
"4627",200,"M",25,"English",19,2,"phones","item","two phones.","noun"
"4628",200,"M",25,"English",20,0,"mittens","nothing","a purple dress.","clothing"
"4629",200,"M",25,"English",21,3,"umbrellas","item","two umbrellas.","noun"
"4630",200,"M",25,"English",22,3,"donuts","nothing","a desk.","othernoun"
"4631",200,"M",25,"English",23,0,"cars","nothing","no irises.","no"
"4632",200,"M",25,"English",24,0,"keys","item","two keys.","noun"
"4633",200,"M",25,"English",25,1,"crayons","item","two crayons.","noun"
"4634",200,"M",25,"English",26,0,"forks","nothing","a blue shirt.","clothing"
"4635",200,"M",25,"English",27,1,"fish","nothing","black shoes.","clothing"
"4636",200,"M",25,"English",28,1,"guitars","item","two guitars.","noun"
"4637",200,"M",25,"English",29,2,"daisies","nothing","an orange shirt.","clothing"
"4638",200,"M",25,"English",30,1,"buckets","nothing","a purple dress.","clothing"
"4639",200,"M",25,"English",31,2,"presents","item","two gifts.","noun"
"4640",200,"M",25,"English",32,1,"bananas","nothing","a red shirt.","clothing"
"4641",204,"M",55,"english",1,3,"rainboots","nothing","no socks","no"
"4642",204,"M",55,"english",2,3,"pencils","nothing","no pencils","no"
"4643",204,"M",55,"english",3,2,"mittens","item","two mittens","noun"
"4644",204,"M",55,"english",4,3,"carrots","item","two carrots","noun"
"4645",204,"M",55,"english",5,2,"shovels","nothing","no shovels","no"
"4646",204,"M",55,"english",6,1,"fish","nothing","no fish","no"
"4647",204,"M",55,"english",7,1,"presents","nothing","no presents","no"
"4648",204,"M",55,"english",8,1,"keys","item","two keys","noun"
"4649",204,"M",55,"english",9,0,"plants","item","two plants","noun"
"4650",204,"M",55,"english",10,0,"crayons","nothing","a red shirt","clothing"
"4651",204,"M",55,"english",11,1,"kites","item","two kites","noun"
"4652",204,"M",55,"english",12,0,"bows","item","two pink bows","noun"
"4653",204,"M",55,"english",13,2,"dogs","nothing","no dogs","no"
"4654",204,"M",55,"english",14,3,"apples","item","two apples","noun"
"4655",204,"M",55,"english",15,3,"lollipops","nothing","no lollipops","no"
"4656",204,"M",55,"english",16,1,"umbrellas","item","two umbrellas","noun"
"4657",204,"M",55,"english",17,1,"daisies","nothing","no flowers","no"
"4658",204,"M",55,"english",18,2,"ice cream cones","nothing","no ice cream","no"
"4659",204,"M",55,"english",19,0,"forks","item","two forks","noun"
"4660",204,"M",55,"english",20,0,"cakes","nothing","a blue shirt","clothing"
"4661",204,"M",55,"english",21,3,"cookies","item","two cookies","noun"
"4662",204,"M",55,"english",22,0,"scissors","item","two pair of scissors","noun"
"4663",204,"M",55,"english",23,3,"buckets","item","two pails","noun"
"4664",204,"M",55,"english",24,2,"phones","nothing","no phone","no"
"4665",204,"M",55,"english",25,2,"bananas","item","two bananas","noun"
"4666",204,"M",55,"english",26,0,"flowers","nothing","an empty basket","empty"
"4667",204,"M",55,"english",27,2,"cats","item","two cats","noun"
"4668",204,"M",55,"english",28,2,"donuts","item","two donuts","noun"
"4669",204,"M",55,"english",29,1,"guitars","nothing","no guitars","no"
"4670",204,"M",55,"english",30,3,"cars","nothing","no cars","no"
"4671",204,"M",55,"english",31,1,"purses","item","two purses","noun"
"4672",204,"M",55,"english",32,0,"balloons","nothing","a green shirt","clothing"
"4673",206,"M",55,"English",1,3,"forks","item","two forks.","noun"
"4674",206,"M",55,"English",2,2,"crayons","nothing","no blue crayons.","no"
"4675",206,"M",55,"English",3,0,"scissors","item","two pairs of scissors.","noun"
"4676",206,"M",55,"English",4,1,"bows","item","two ribbons in her hair","noun"
"4677",206,"M",55,"English",5,2,"plants","item","two potted plants","noun"
"4678",206,"M",55,"English",6,3,"cars","nothing","no red toy cars","no"
"4679",206,"M",55,"English",7,3,"cakes","nothing","no birthday cakes","no"
"4680",206,"M",55,"English",8,0,"donuts","nothing","the same as the other girls","other"
"4681",206,"M",55,"English",9,2,"keys","item","a set of keys","noun"
"4682",206,"M",55,"English",10,1,"ice cream cones","nothing","no ice cream cones","no"
"4683",206,"M",55,"English",11,1,"dogs","nothing","no dogs","no"
"4684",206,"M",55,"English",12,2,"umbrellas","item","two umbrellas","noun"
"4685",206,"M",55,"English",13,3,"flowers","item","two flowers and a shovel","noun"
"4686",206,"M",55,"English",14,1,"guitars","item","two guitars","noun"
"4687",206,"M",55,"English",15,0,"pencils","item","two pencils","noun"
"4688",206,"M",55,"English",16,3,"bananas","nothing","no bananas","no"
"4689",206,"M",55,"English",17,3,"shovels","nothing","no shovels","no"
"4690",206,"M",55,"English",18,2,"daisies","item","two daisies ","noun"
"4691",206,"M",55,"English",19,3,"phones","item","two cell phones","noun"
"4692",206,"M",55,"English",20,2,"kites","nothing","no kites","no"
"4693",206,"M",55,"English",21,2,"purses","nothing","has no purses","no"
"4694",206,"M",55,"English",22,0,"cookies","item","two cookies","noun"
"4695",206,"M",55,"English",23,3,"buckets","item","two pails","noun"
"4696",206,"M",55,"English",24,0,"mittens","item","a pair of mittens","noun"
"4697",206,"M",55,"English",25,1,"fish","nothing","has no pole or fish","no"
"4698",206,"M",55,"English",26,1,"balloons","item","two green balloons","noun"
"4699",206,"M",55,"English",27,2,"cats","nothing","no cats","no"
"4700",206,"M",55,"English",28,1,"rainboots","item","a pair of boots","noun"
"4701",206,"M",55,"English",29,0,"presents","nothing","nothing","nothing"
"4702",206,"M",55,"English",30,0,"apples","nothing","nothing","nothing"
"4703",206,"M",55,"English",31,0,"lollipops","nothing","nothing","nothing"
"4704",206,"M",55,"English",32,1,"carrots","nothing","a basket and shovel","othernoun"
"4705",207,"M",35,"English",1,0,"crayons","nothing","a box","othernoun"
"4706",207,"M",35,"English",2,0,"scissors","item","scissors ","noun"
"4707",207,"M",35,"English",3,2,"daisies","nothing","no flowers","no"
"4708",207,"M",35,"English",4,3,"presents","nothing","a yellow shirt on","clothing"
"4709",207,"M",35,"English",5,3,"balloons","item","2 green balloons ","noun"
"4710",207,"M",35,"English",6,0,"lollipops","item","2 floating lollipops behind him","noun"
"4711",207,"M",35,"English",7,0,"guitars","nothing","a green shirt on","clothing"
"4712",207,"M",35,"English",8,2,"ice cream cones","nothing","no ice cream, I bet he's sad","no"
"4713",207,"M",35,"English",9,3,"kites","nothing","a great time watching his brothers play with their kites","other"
"4714",207,"M",35,"English",10,0,"shovels","nothing","a yellow shirt on","clothing"
"4715",207,"M",35,"English",11,1,"phones","nothing","to grab one of those phones","other"
"4716",207,"M",35,"English",12,3,"bananas","nothing","banana envy","other"
"4717",207,"M",35,"English",13,2,"purses","item","2 purses because shes nuts","noun"
"4718",207,"M",35,"English",14,3,"cats","item","too many cats","noun"
"4719",207,"M",35,"English",15,2,"carrots","item","an awesome hobby","other"
"4720",207,"M",35,"English",16,0,"plants","nothing","a box","othernoun"
"4721",207,"M",35,"English",17,0,"bows","item","cute bows","noun"
"4722",207,"M",35,"English",18,3,"cakes","item","a stomach ache coming","other"
"4723",207,"M",35,"English",19,2,"apples","nothing","no apples","no"
"4724",207,"M",35,"English",20,3,"mittens","nothing","cold hands","body"
"4725",207,"M",35,"English",21,3,"keys","item","keys","noun"
"4726",207,"M",35,"English",22,1,"buckets","item","two buckets","noun"
"4727",207,"M",35,"English",23,2,"rainboots","nothing","wet feet","body"
"4728",207,"M",35,"English",24,2,"umbrellas","item","way too man umbrellas","noun"
"4729",207,"M",35,"English",25,0,"forks","item","two forks","noun"
"4730",207,"M",35,"English",26,2,"flowers","item","nice flowers","noun"
"4731",207,"M",35,"English",27,1,"cookies","item","some cookies to share","noun"
"4732",207,"M",35,"English",28,1,"donuts","nothing","to get one of those donuts","other"
"4733",207,"M",35,"English",29,1,"cars","nothing","to watch her sister play","other"
"4734",207,"M",35,"English",30,1,"fish","nothing","really bad fishing skills","other"
"4735",207,"M",35,"English",31,1,"dogs","item","two awesome best friends","other"
"4736",207,"M",35,"English",32,1,"pencils","item","2 pencils","noun"
"4737",208,"M",25,"English",1,0,"flowers","item","red flowers","noun"
"4738",208,"M",25,"English",2,3,"purses","nothing","no bags","no"
"4739",208,"M",25,"English",3,2,"scissors","nothing","a green shirt","clothing"
"4740",208,"M",25,"English",4,0,"phones","item","two phones","noun"
"4741",208,"M",25,"English",5,0,"carrots","nothing","no flowers","no"
"4742",208,"M",25,"English",6,2,"rainboots","item","boots on","noun"
"4743",208,"M",25,"English",7,3,"daisies","item","two flowers","noun"
"4744",208,"M",25,"English",8,3,"bananas","nothing","no bananas","no"
"4745",208,"M",25,"English",9,2,"ice cream cones","nothing","nothing","nothing"
"4746",208,"M",25,"English",10,1,"kites","nothing","no kite","no"
"4747",208,"M",25,"English",11,3,"keys","nothing","no keys","no"
"4748",208,"M",25,"English",12,2,"guitars","nothing","a green shirt","clothing"
"4749",208,"M",25,"English",13,3,"bows","item","pig tails","body"
"4750",208,"M",25,"English",14,3,"shovels","nothing","no shovel","no"
"4751",208,"M",25,"English",15,1,"cars","nothing","a green shirt","clothing"
"4752",208,"M",25,"English",16,1,"plants","item","two plants","noun"
"4753",208,"M",25,"English",17,0,"umbrellas","item","two umbrellas","noun"
"4754",208,"M",25,"English",18,0,"presents","nothing","a grey skirt","clothing"
"4755",208,"M",25,"English",19,0,"crayons","item","two blue crayons","noun"
"4756",208,"M",25,"English",20,2,"forks","item","two forks","noun"
"4757",208,"M",25,"English",21,3,"mittens","item","two gloves","noun"
"4758",208,"M",25,"English",22,1,"cookies","nothing","a trey","noun"
"4759",208,"M",25,"English",23,1,"cakes","item","two cakes","noun"
"4760",208,"M",25,"English",24,2,"cats","item","two cats","noun"
"4761",208,"M",25,"English",25,1,"apples","item","two apples","noun"
"4762",208,"M",25,"English",26,0,"lollipops","nothing","a blue shirt","clothing"
"4763",208,"M",25,"English",27,3,"buckets","item","two buckets","noun"
"4764",208,"M",25,"English",28,0,"fish","nothing","a blus shirt","clothing"
"4765",208,"M",25,"English",29,1,"pencils","item","two pencils","noun"
"4766",208,"M",25,"English",30,1,"balloons","nothing","a green shirt","clothing"
"4767",208,"M",25,"English",31,2,"donuts","item","two donuts","noun"
"4768",208,"M",25,"English",32,2,"dogs","nothing","blus shorts","clothing"
"4769",210,"Decline",25,"English",1,0,"umbrellas","item","two umbrellas","noun"
"4770",210,"Decline",25,"English",2,1,"scissors","nothing","no scissors","no"
"4771",210,"Decline",25,"English",3,3,"crayons","nothing","a clean desk","othernoun"
"4772",210,"Decline",25,"English",4,3,"rainboots","nothing","bare feet","body"
"4773",210,"Decline",25,"English",5,3,"buckets","item","two green pails","noun"
"4774",210,"Decline",25,"English",6,2,"carrots","nothing","a trowel","othernoun"
"4775",210,"Decline",25,"English",7,0,"cats","item","two cats","noun"
"4776",210,"Decline",25,"English",8,2,"apples","item","two apples","noun"
"4777",210,"Decline",25,"English",9,3,"lollipops","item","two lollipops","noun"
"4778",210,"Decline",25,"English",10,0,"pencils","item","two pencils","noun"
"4779",210,"Decline",25,"English",11,2,"fish","item","two fish","noun"
"4780",210,"Decline",25,"English",12,3,"balloons","nothing","an empty hand","empty"
"4781",210,"Decline",25,"English",13,0,"phones","nothing","a pink shirt","clothing"
"4782",210,"Decline",25,"English",14,1,"flowers","item","two flowers","noun"
"4783",210,"Decline",25,"English",15,1,"ice cream cones","item","two ice cream cones","noun"
"4784",210,"Decline",25,"English",16,3,"shovels","item","two shovels","noun"
"4785",210,"Decline",25,"English",17,2,"plants","nothing","a clean desk","othernoun"
"4786",210,"Decline",25,"English",18,3,"cars","nothing","zero cars","zero"
"4787",210,"Decline",25,"English",19,1,"cakes","nothing","a clean desk","othernoun"
"4788",210,"Decline",25,"English",20,2,"dogs","item","two dogs","noun"
"4789",210,"Decline",25,"English",21,2,"kites","nothing","zero kites","zero"
"4790",210,"Decline",25,"English",22,2,"cookies","nothing","an empty tray","empty"
"4791",210,"Decline",25,"English",23,1,"forks","item","two forks","noun"
"4792",210,"Decline",25,"English",24,2,"donuts","item","two donuts","noun"
"4793",210,"Decline",25,"English",25,0,"purses","nothing","a purple sweater","clothing"
"4794",210,"Decline",25,"English",26,0,"mittens","nothing","a purple dress","clothing"
"4795",210,"Decline",25,"English",27,1,"guitars","nothing","a green shirt","clothing"
"4796",210,"Decline",25,"English",28,0,"bows","nothing","a yellow dress","clothing"
"4797",210,"Decline",25,"English",29,1,"bananas","nothing","a red shirt","clothing"
"4798",210,"Decline",25,"English",30,1,"presents","item","two presents","noun"
"4799",210,"Decline",25,"English",31,3,"daisies","item","two daisies ","noun"
"4800",210,"Decline",25,"English",32,0,"keys","item","two keys","noun"
"4801",211,"M",35,"English",1,3,"buckets","item","two green buckets","noun"
"4802",211,"M",35,"English",2,0,"shovels","item","two shovels ","noun"
"4803",211,"M",35,"English",3,3,"donuts","nothing","zero donuts","zero"
"4804",211,"M",35,"English",4,3,"mittens","nothing","no gloves","no"
"4805",211,"M",35,"English",5,1,"guitars","item","two guitars ","noun"
"4806",211,"M",35,"English",6,0,"plants","item","two plants","noun"
"4807",211,"M",35,"English",7,2,"carrots","item","two carrots","noun"
"4808",211,"M",35,"English",8,3,"daisies","nothing","zero flowers","zero"
"4809",211,"M",35,"English",9,0,"presents","item","two presents","noun"
"4810",211,"M",35,"English",10,1,"apples","item","two apples","noun"
"4811",211,"M",35,"English",11,1,"cats","item","two cats","noun"
"4812",211,"M",35,"English",12,1,"fish","nothing","no fish","no"
"4813",211,"M",35,"English",13,0,"balloons","nothing","a green shirt","clothing"
"4814",211,"M",35,"English",14,2,"lollipops","nothing","no lollypops","no"
"4815",211,"M",35,"English",15,1,"bananas","nothing","no bananas","no"
"4816",211,"M",35,"English",16,1,"forks","nothing","no forks","no"
"4817",211,"M",35,"English",17,3,"umbrellas","item","a red shirt","clothing"
"4818",211,"M",35,"English",18,2,"pencils","nothing","no pencils","no"
"4819",211,"M",35,"English",19,0,"bows","item","two pink bows","noun"
"4820",211,"M",35,"English",20,2,"cakes","nothing","no birthday cake","no"
"4821",211,"M",35,"English",21,0,"cars","nothing","a green shirt","clothing"
"4822",211,"M",35,"English",22,0,"kites","nothing","grey shorts","clothing"
"4823",211,"M",35,"English",23,3,"ice cream cones","item","an orange shirt","clothing"
"4824",211,"M",35,"English",24,2,"purses","item","two bags","noun"
"4825",211,"M",35,"English",25,2,"crayons","nothing","no crayons","no"
"4826",211,"M",35,"English",26,0,"flowers","nothing","an orange shirt","clothing"
"4827",211,"M",35,"English",27,2,"scissors","item","two scissors","noun"
"4828",211,"M",35,"English",28,1,"dogs","item","two dogs","noun"
"4829",211,"M",35,"English",29,1,"rainboots","nothing","no wellies ","no"
"4830",211,"M",35,"English",30,3,"cookies","item","grey shorts","clothing"
"4831",211,"M",35,"English",31,2,"phones","item","two phones","noun"
"4832",211,"M",35,"English",32,3,"keys","nothing","no keys","no"
"4833",213,"M",35,"English",1,1,"crayons","nothing","a red shirt","clothing"
"4834",213,"M",35,"English",2,2,"apples","nothing","no apples","no"
"4835",213,"M",35,"English",3,3,"donuts","item","two doughnuts","noun"
"4836",213,"M",35,"English",4,2,"flowers","item","two flowers","noun"
"4837",213,"M",35,"English",5,3,"cakes","item","two cakes","noun"
"4838",213,"M",35,"English",6,3,"daisies","item","two flowers","noun"
"4839",213,"M",35,"English",7,1,"umbrellas","item","two umbrellas","noun"
"4840",213,"M",35,"English",8,1,"keys","nothing","no keys","no"
"4841",213,"M",35,"English",9,3,"mittens","nothing","no mittens","no"
"4842",213,"M",35,"English",10,1,"carrots","nothing","no carrots","no"
"4843",213,"M",35,"English",11,2,"cookies","item","two cookies","noun"
"4844",213,"M",35,"English",12,2,"buckets","nothing","no buckets","no"
"4845",213,"M",35,"English",13,0,"plants","item","two plants","noun"
"4846",213,"M",35,"English",14,1,"purses","nothing","no bags","no"
"4847",213,"M",35,"English",15,0,"bows","item","two bows","noun"
"4848",213,"M",35,"English",16,0,"dogs","nothing","a green shirt","clothing"
"4849",213,"M",35,"English",17,1,"phones","item","two phones","noun"
"4850",213,"M",35,"English",18,0,"forks","item","two forks","noun"
"4851",213,"M",35,"English",19,2,"rainboots","item","two boots","noun"
"4852",213,"M",35,"English",20,2,"lollipops","item","two lollipops","noun"
"4853",213,"M",35,"English",21,0,"bananas","nothing","a red shirt","clothing"
"4854",213,"M",35,"English",22,1,"shovels","item","two shovels","noun"
"4855",213,"M",35,"English",23,3,"presents","nothing","no gifts","no"
"4856",213,"M",35,"English",24,3,"balloons","item","two balloons","noun"
"4857",213,"M",35,"English",25,0,"guitars","nothing","a green shirt","clothing"
"4858",213,"M",35,"English",26,2,"fish","nothing","no fish","no"
"4859",213,"M",35,"English",27,0,"cats","item","two cats","noun"
"4860",213,"M",35,"English",28,3,"cars","nothing","no cars","no"
"4861",213,"M",35,"English",29,0,"ice cream cones","nothing","an orange shirt","clothing"
"4862",213,"M",35,"English",30,1,"scissors","item","two scissors","noun"
"4863",213,"M",35,"English",31,3,"kites","nothing","no kites","no"
"4864",213,"M",35,"English",32,2,"pencils","nothing","no pencils","no"
"4865",214,"M",35,"English",1,2,"ice cream cones","nothing","black hair","body"
"4866",214,"M",35,"English",2,0,"guitars","item","two guitars","noun"
"4867",214,"M",35,"English",3,3,"cakes","nothing","a table","othernoun"
"4868",214,"M",35,"English",4,1,"mittens","item","teal mitts","noun"
"4869",214,"M",35,"English",5,0,"pencils","nothing","a smile on his face","other"
"4870",214,"M",35,"English",6,2,"lollipops","item","hypnotic lollipops in his hand","noun"
"4871",214,"M",35,"English",7,1,"purses","item","two purses","noun"
"4872",214,"M",35,"English",8,1,"rainboots","item","galoshes on her feet","noun"
"4873",214,"M",35,"English",9,2,"crayons","item","two blue crayons in front of her","noun"
"4874",214,"M",35,"English",10,3,"bows","nothing","pig tails in her hair","body"
"4875",214,"M",35,"English",11,2,"donuts","item","two pink, frosted donuts in front of her","noun"
"4876",214,"M",35,"English",12,0,"plants","nothing","red hair","body"
"4877",214,"M",35,"English",13,3,"phones","item","two cell phones in one hand","noun"
"4878",214,"M",35,"English",14,3,"scissors","item","two pairs of scissors in her left hand","noun"
"4879",214,"M",35,"English",15,2,"dogs","nothing","a green shirt on","clothing"
"4880",214,"M",35,"English",16,1,"balloons","nothing","a green shirt on","clothing"
"4881",214,"M",35,"English",17,1,"daisies","nothing","dark skin","body"
"4882",214,"M",35,"English",18,3,"bananas","item","two bananas in his left hand","noun"
"4883",214,"M",35,"English",19,2,"flowers","nothing","an empty gardening basket","empty"
"4884",214,"M",35,"English",20,1,"cats","item","two cute kitties by her feet","noun"
"4885",214,"M",35,"English",21,3,"kites","item","two green and purple kites","noun"
"4886",214,"M",35,"English",22,2,"cookies","nothing","an empty platter in his hands","empty"
"4887",214,"M",35,"English",23,3,"keys","nothing","an orange shirt on","clothing"
"4888",214,"M",35,"English",24,0,"apples","item","two apples in one hand","noun"
"4889",214,"M",35,"English",25,0,"presents","item","two brightly-wrapped presents in her lap","noun"
"4890",214,"M",35,"English",26,0,"forks","nothing","a teal shirt on","clothing"
"4891",214,"M",35,"English",27,1,"umbrellas","nothing","a red shirt on","clothing"
"4892",214,"M",35,"English",28,0,"cars","item","vacant, soulless eyes","body"
"4893",214,"M",35,"English",29,3,"carrots","nothing","her eyes closed while gardening","body"
"4894",214,"M",35,"English",30,1,"fish","nothing","a teal shirt on","clothing"
"4895",214,"M",35,"English",31,0,"shovels","nothing","a yellow shirt on","clothing"
"4896",214,"M",35,"English",32,2,"buckets","item","two pales","noun"
"4897",216,"M",25,"English",1,3,"presents","nothing","no gifts","no"
